START_DATE,END_DATE,CATEGORY,START,STOP,MILES,PURPOSE,TIME_DAY,TIME_OF_DAY,MONTH_OF_THE_RIDE,DAY_OF_THE_RIDE,DURATION_OF_THE_RIDE
2016-12-01 14:42:00,2016-12-01 14:56:00,Business,Lower Manhattan,Hudson Square,1.8,Errand/Supplies,14,Afternoon,Dec,Thurs,14.0
2016-12-01 15:13:00,2016-12-01 15:28:00,Business,Hudson Square,Hell's Kitchen,2.4,Customer Visit,15,Afternoon,Dec,Thurs,15.0
2016-12-01 15:42:00,2016-12-01 15:54:00,Business,Hell's Kitchen,Midtown,2.0,Errand/Supplies,15,Afternoon,Dec,Thurs,12.0
2016-12-01 16:02:00,2016-12-01 17:00:00,Business,New York,Queens County,15.1,Meeting,16,Afternoon,Dec,Thurs,58.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Downtown,Gulfton,11.2,Meeting,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Gulfton,Downtown,11.8,Meeting,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Houston,Houston,21.9,Customer Visit,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Eagan Park,Jamestown Court,3.9,Errand/Supplies,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Morrisville,Cary,8.0,Errand/Supplies,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Cary,Durham,10.4,Meal/Entertain,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Durham,Cary,10.4,Meal/Entertain,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Cary,Cary,4.8,Meal/Entertain,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Farmington Woods,Whitebridge,4.7,Meal/Entertain,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Whitebridge,Lake Wellingborough,7.2,UNKNOWN,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Lake Wellingborough,Whitebridge,7.6,Temporary Site,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Cary,Raleigh,17.1,Meeting,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Fayetteville Street,Umstead,15.1,Meeting,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Raleigh,Cary,40.2,Customer Visit,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Cary,Cary,1.6,Errand/Supplies,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Cary,Cary,2.4,Meal/Entertain,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Cary,Cary,1.0,Meal/Entertain,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Whitebridge,Hazelwood,2.0,Meal/Entertain,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Hazelwood,Whitebridge,2.3,Errand/Supplies,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Whitebridge,Westpark Place,1.9,Errand/Supplies,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Cary,Cary,1.4,Errand/Supplies,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Cary,Cary,0.5,Errand/Supplies,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Cary,Cary,1.8,Meeting,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Cary,Raleigh,18.7,Customer Visit,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Fairmont,Meredith Townes,3.4,Customer Visit,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Raleigh,Raleigh,2.7,Customer Visit,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Raleigh,Cary,12.9,Customer Visit,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Cary,Raleigh,19.0,Temporary Site,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Meredith Townes,Leesville Hollow,14.7,Meeting,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Raleigh,Cary,15.7,Meeting,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Cary,Cary,4.6,Customer Visit,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Cary,Cary,5.2,Meeting,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Cary,Durham,10.4,Meeting,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Durham,Cary,10.1,Meeting,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Cary,Apex,5.8,Errand/Supplies,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Apex,Cary,5.5,Meal/Entertain,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Cary,Apex,5.7,Errand/Supplies,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Apex,Cary,5.7,Customer Visit,0,,Jan,Wed,0.0
2016-01-02 10:35:00,2016-01-02 11:15:00,Business,Cary,Chapel Hill,19.4,Customer Visit,10,Morning,Jan,Sat,40.0
2016-01-02 12:10:00,2016-01-02 12:43:00,Business,Chapel Hill,Cary,23.3,Customer Visit,12,Afternoon,Jan,Sat,33.0
2016-01-02 12:56:00,2016-01-02 13:07:00,Business,Northwoods,Whitebridge,3.9,Meal/Entertain,12,Afternoon,Jan,Sat,11.0
2016-02-02 13:04:00,2016-02-02 13:23:00,Business,Whitebridge,Williamsburg Manor,8.3,Meeting,13,Afternoon,Feb,Tues,19.0
2016-02-02 13:51:00,2016-02-02 14:06:00,Business,Cary,Cary,6.0,Errand/Supplies,13,Afternoon,Feb,Tues,15.0
2016-02-02 14:38:00,2016-02-02 14:42:00,Business,Cary,Cary,1.6,Errand/Supplies,14,Afternoon,Feb,Tues,4.0
2016-04-02 08:40:00,2016-04-02 09:01:00,Business,Cary,Morrisville,5.2,Errand/Supplies,8,Morning,April,Sat,21.0
2016-04-02 09:37:00,2016-04-02 10:09:00,Business,Morrisville,Cary,9.7,Meal/Entertain,9,Morning,April,Sat,32.0
2016-04-02 10:26:00,2016-04-02 10:32:00,Business,Cary,Cary,1.6,Meal/Entertain,10,Morning,April,Sat,6.0
2016-04-02 15:59:00,2016-04-02 16:03:00,Business,Cary,Cary,1.1,Meal/Entertain,15,Afternoon,April,Sat,4.0
2016-04-02 16:35:00,2016-04-02 16:39:00,Business,Cary,Cary,1.6,Meal/Entertain,16,Afternoon,April,Sat,4.0
2016-04-02 18:04:00,2016-04-02 18:31:00,Business,Whitebridge,Macgregor Downs,9.0,Meeting,18,Evening,April,Sat,27.0
2016-04-02 20:36:00,2016-04-02 20:55:00,Business,Cary,Cary,7.7,Meeting,20,Evening,April,Sat,19.0
2016-05-02 11:47:00,2016-05-02 12:07:00,Business,Cary,Durham,10.4,Meeting,11,Morning,May,Mon,20.0
2016-05-02 13:22:00,2016-05-02 13:41:00,Business,Durham,Cary,10.4,Meeting,13,Afternoon,May,Mon,19.0
2016-06-02 16:20:00,2016-06-02 16:53:00,Business,Cary,Raleigh,11.4,Between Offices,16,Afternoon,June,Thurs,33.0
2016-06-02 18:57:00,2016-06-02 19:21:00,Business,Raleigh,Cary,9.0,Errand/Supplies,18,Evening,June,Thurs,24.0
2016-06-02 19:28:00,2016-06-02 19:37:00,Business,Edgehill Farms,Whitebridge,3.2,Meal/Entertain,19,Evening,June,Thurs,9.0
2016-07-02 16:49:00,2016-07-02 17:01:00,Business,Cary,Apex,5.6,Errand/Supplies,16,Afternoon,July,Sat,12.0
2016-07-02 18:03:00,2016-07-02 18:17:00,Business,Apex,Cary,5.7,Customer Visit,18,Evening,July,Sat,14.0
2016-07-02 18:39:00,2016-07-02 18:53:00,Business,Cary,Morrisville,6.1,Temporary Site,18,Evening,July,Sat,14.0
2016-07-02 20:22:00,2016-07-02 20:40:00,Business,Morrisville,Cary,6.1,Meeting,20,Evening,July,Sat,18.0
2016-08-02 12:57:00,2016-08-02 13:08:00,Business,Whitebridge,Edgehill Farms,4.3,Meal/Entertain,12,Afternoon,Aug,Tues,11.0
2016-08-02 14:00:00,2016-08-02 14:10:00,Business,Edgehill Farms,Whitebridge,2.7,Meal/Entertain,14,Afternoon,Aug,Tues,10.0
2016-09-02 10:54:00,2016-09-02 11:07:00,Personal,Whitebridge,Northwoods,5.3,UNKNOWN,10,Morning,Sep,Fri,13.0
2016-09-02 11:43:00,2016-09-02 11:50:00,Personal,Northwoods,Tanglewood,3.0,UNKNOWN,11,Morning,Sep,Fri,7.0
2016-09-02 13:36:00,2016-09-02 13:52:00,Personal,Tanglewood,Preston,5.1,UNKNOWN,13,Afternoon,Sep,Fri,16.0
2016-09-02 13:58:00,2016-09-02 14:02:00,Personal,Preston,Whitebridge,1.5,UNKNOWN,13,Afternoon,Sep,Fri,4.0
2016-09-02 18:55:00,2016-09-02 19:11:00,Business,Cary,Morrisville,6.1,UNKNOWN,18,Evening,Sep,Fri,16.0
2016-09-02 20:24:00,2016-09-02 20:40:00,Business,Morrisville,Cary,6.1,Meal/Entertain,20,Evening,Sep,Fri,16.0
2016-11-02 16:28:00,2016-11-02 17:10:00,Business,Cary,Raleigh,17.3,Meal/Entertain,16,Afternoon,Nov,Wed,42.0
2016-11-02 17:49:00,2016-11-02 18:10:00,Business,Eastgate,Walnut Terrace,5.7,Meal/Entertain,17,Afternoon,Nov,Wed,21.0
2016-11-02 18:24:00,2016-11-02 18:46:00,Business,Raleigh,Morrisville,13.5,Temporary Site,18,Evening,Nov,Wed,22.0
2016-11-02 20:36:00,2016-11-02 20:51:00,Business,Morrisville,Cary,6.1,Temporary Site,20,Evening,Nov,Wed,15.0
2016-12-02 08:21:00,2016-12-02 08:42:00,Business,Cary,Durham,8.5,Temporary Site,8,Morning,Dec,Fri,21.0
2016-12-02 10:45:00,2016-12-02 10:52:00,Business,Durham,Morrisville,2.6,Temporary Site,10,Morning,Dec,Fri,7.0
2016-12-02 11:14:00,2016-12-02 11:35:00,Business,Morrisville,Raleigh,17.0,Customer Visit,11,Morning,Dec,Fri,21.0
2016-12-02 13:02:00,2016-12-02 13:36:00,Business,Raleigh,Cary,18.0,Meeting,13,Afternoon,Dec,Fri,34.0
2016-12-02 14:49:00,2016-12-02 15:06:00,Business,Cary,Morrisville,8.4,Meeting,14,Afternoon,Dec,Fri,17.0
2016-12-02 15:33:00,2016-12-02 16:06:00,Business,Morrisville,Cary,11.5,Customer Visit,15,Afternoon,Dec,Fri,33.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Cary,Morrisville,8.9,Meeting,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Personal,East Elmhurst,Jackson Heights,2.7,UNKNOWN,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Personal,Jackson Heights,East Elmhurst,1.8,UNKNOWN,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,East Elmhurst,New York,8.1,Meeting,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Midtown,Midtown West,2.0,Meeting,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,New York,Long Island City,13.0,Meeting,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Long Island City,Jamaica,13.9,Meeting,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Katunayaka,Unknown Location,43.7,Customer Visit,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Unknown Location,Colombo,14.1,UNKNOWN,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Colombo,Colombo,2.6,UNKNOWN,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Colombo,Colombo,4.5,UNKNOWN,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Colombo,Colombo,1.7,UNKNOWN,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Colombo,Colombo,1.8,Temporary Site,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Colombo,Colombo,6.0,UNKNOWN,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Colombo,Nugegoda,1.1,Meal/Entertain,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Nugegoda,Unknown Location,3.6,Errand/Supplies,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Unknown Location,Colombo,14.7,Temporary Site,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Colombo,Colombo,1.7,Meal/Entertain,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Colombo,Katunayaka,21.4,Temporary Site,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Katunayaka,Katunayaka,0.5,Errand/Supplies,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Unknown Location,Unknown Location,23.5,Temporary Site,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Unknown Location,Islamabad,12.7,Temporary Site,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Islamabad,Unknown Location,6.0,Temporary Site,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Unknown Location,Islamabad,5.2,Customer Visit,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Islamabad,Unknown Location,10.0,Meeting,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Unknown Location,Unknown Location,18.3,Meeting,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Unknown Location,Unknown Location,11.2,Meeting,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Unknown Location,Islamabad,7.6,Meeting,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Personal,Islamabad,Islamabad,1.5,UNKNOWN,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Personal,Islamabad,Islamabad,1.0,UNKNOWN,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Islamabad,Unknown Location,7.3,Temporary Site,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Unknown Location,Islamabad,3.5,UNKNOWN,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Islamabad,Islamabad,4.2,UNKNOWN,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Personal,Islamabad,Unknown Location,13.6,UNKNOWN,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Personal,Unknown Location,Unknown Location,2.5,UNKNOWN,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Personal,Unknown Location,Islamabad,14.4,UNKNOWN,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Personal,Islamabad,Islamabad,3.0,UNKNOWN,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Personal,Islamabad,Islamabad,1.5,UNKNOWN,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Islamabad,R?walpindi,18.4,UNKNOWN,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,R?walpindi,R?walpindi,23.1,Meeting,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Personal,R?walpindi,Unknown Location,16.5,UNKNOWN,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Unknown Location,Unknown Location,3.2,Errand/Supplies,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Unknown Location,Unknown Location,7.7,Errand/Supplies,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Unknown Location,Islamabad,14.5,UNKNOWN,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Unknown Location,Islamabad,2.4,Errand/Supplies,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Islamabad,Islamabad,4.6,Errand/Supplies,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Islamabad,Unknown Location,8.8,Meal/Entertain,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Unknown Location,Unknown Location,8.3,Temporary Site,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Unknown Location,Unknown Location,22.7,Temporary Site,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Unknown Location,Islamabad,13.0,Temporary Site,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Islamabad,Noorpur Shahan,8.1,Temporary Site,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Noorpur Shahan,Unknown Location,2.2,Meal/Entertain,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Unknown Location,Unknown Location,9.7,UNKNOWN,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Unknown Location,R?walpindi,20.0,Meeting,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Morrisville,Cary,8.1,Customer Visit,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Whitebridge,Preston,1.5,UNKNOWN,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Preston,Whitebridge,1.7,Errand/Supplies,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Whitebridge,Heritage Pines,3.1,Errand/Supplies,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Heritage Pines,Whitebridge,3.2,Errand/Supplies,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Whitebridge,Tanglewood,6.0,Meal/Entertain,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Tanglewood,Whitebridge,5.8,Meal/Entertain,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Whitebridge,Westpark Place,6.3,UNKNOWN,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Personal,Westpark Place,Whitebridge,1.7,UNKNOWN,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Cary,Durham,10.6,Meeting,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Durham,Cary,9.9,Meeting,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Personal,Whitebridge,Westpark Place,1.9,UNKNOWN,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Personal,Westpark Place,Hazelwood,4.2,UNKNOWN,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Personal,Hazelwood,Whitebridge,2.0,UNKNOWN,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Whitebridge,Waverly Place,7.7,Meeting,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Waverly Place,Whitebridge,6.8,Meeting,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Personal,Whitebridge,Westpark Place,2.1,UNKNOWN,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Cary,Apex,3.8,Meeting,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Apex,Cary,5.6,Meeting,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Whitebridge,Hazelwood,2.6,UNKNOWN,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Hazelwood,Whitebridge,6.6,Customer Visit,0,,Jan,Wed,0.0
2016-01-03 18:47:00,2016-01-03 19:10:00,Business,Whitebridge,Wayne Ridge,8.0,Meal/Entertain,18,Evening,Jan,Sun,23.0
2016-01-03 21:27:00,2016-01-03 21:45:00,Business,Wayne Ridge,Whitebridge,8.0,Meeting,21,Evening,Jan,Sun,18.0
2016-03-03 09:45:00,2016-03-03 09:52:00,Personal,Whitebridge,Westpark Place,2.2,UNKNOWN,9,Morning,Mar,Thurs,7.0
2016-03-03 11:04:00,2016-03-03 11:10:00,Business,Westpark Place,Whitebridge,2.3,Errand/Supplies,11,Morning,Mar,Thurs,6.0
2016-03-03 14:44:00,2016-03-03 14:58:00,Business,Whitebridge,Northwoods,5.2,Meal/Entertain,14,Afternoon,Mar,Thurs,14.0
2016-03-03 15:27:00,2016-03-03 15:48:00,Business,Cary,Raleigh,7.6,Customer Visit,15,Afternoon,Mar,Thurs,21.0
2016-03-03 16:02:00,2016-03-03 16:42:00,Business,Raleigh,Cary,17.3,Meeting,16,Afternoon,Mar,Thurs,40.0
2016-04-03 07:47:00,2016-04-03 08:06:00,Business,Cary,Durham,9.9,Meeting,7,Morning,April,Sun,19.0
2016-04-03 09:46:00,2016-04-03 10:03:00,Business,Durham,Cary,9.9,Customer Visit,9,Morning,April,Sun,17.0
2016-04-03 11:46:00,2016-04-03 12:06:00,Business,Cary,Durham,10.4,Meeting,11,Morning,April,Sun,20.0
2016-04-03 13:03:00,2016-04-03 13:25:00,Business,Durham,Cary,10.9,Meeting,13,Afternoon,April,Sun,22.0
2016-04-03 13:40:00,2016-04-03 14:09:00,Business,Cary,Raleigh,15.7,Customer Visit,13,Afternoon,April,Sun,29.0
2016-04-03 15:56:00,2016-04-03 16:08:00,Business,Raleigh,Raleigh,4.9,Meal/Entertain,15,Afternoon,April,Sun,12.0
2016-04-03 16:16:00,2016-04-03 16:22:00,Business,Fayetteville Street,Depot Historic District,0.8,Errand/Supplies,16,Afternoon,April,Sun,6.0
2016-04-03 16:43:00,2016-04-03 17:12:00,Business,Raleigh,Cary,13.5,Meeting,16,Afternoon,April,Sun,29.0
2016-04-03 19:02:00,2016-04-03 19:08:00,Business,Cary,Morrisville,1.9,Temporary Site,19,Evening,April,Sun,6.0
2016-04-03 19:16:00,2016-04-03 19:25:00,Business,Morrisville,Cary,2.0,Meal/Entertain,19,Evening,April,Sun,9.0
2016-05-03 11:44:00,2016-05-03 11:59:00,Business,Cary,Morrisville,6.5,Meal/Entertain,11,Morning,May,Tues,15.0
2016-05-03 12:57:00,2016-05-03 13:12:00,Personal,Weston,Weston,4.2,UNKNOWN,12,Afternoon,May,Tues,15.0
2016-05-03 14:08:00,2016-05-03 14:18:00,Personal,Morrisville,Cary,3.5,UNKNOWN,14,Afternoon,May,Tues,10.0
2016-05-03 14:39:00,2016-05-03 15:01:00,Business,Whitebridge,Wayne Ridge,7.8,Meal/Entertain,14,Afternoon,May,Tues,22.0
2016-05-03 16:52:00,2016-05-03 17:13:00,Business,Cary,Morrisville,7.8,Meal/Entertain,16,Afternoon,May,Tues,21.0
2016-05-03 17:23:00,2016-05-03 17:34:00,Business,Morrisville,Cary,3.9,Meal/Entertain,17,Afternoon,May,Tues,11.0
2016-07-03 09:10:00,2016-07-03 09:20:00,Business,Whitebridge,Edgehill Farms,2.8,Errand/Supplies,9,Morning,July,Sun,10.0
